,0
5003,[procollagen]-(5R)-5-hydroxy-L-lysine
5004,[procollagen]-L-lysine
5005,intra-protein disulfide
5006,[reduced DsbD protein]
5007,two reduced cysteine residues in a protein
5008,[oxidized DsbD protein]
5009,[prokaryotic ubiquitin-like protein] C-terminal L-glutamate
5010,N6-([prokaryotic ubiquitin-like protein]-gamma-L-glutamyl)-[protein]-L-lysine
5011,[prokaryotic ubiquitin-like protein] C-terminal L-glutamine
5012,[protein] with an N-terminal 5-oxo-L-proline
5013,[protein] with an N-terminal L-glutamine
5014,[protein] with an N-terminal L-glutamate
5015,"2-hydroxy-7-methyl-6-oxo-2,4-octadienoate"
5016,3-isopropylcatechol
5017,S-(hydroxysulfenamide)glutathione
5018,S-nitrosoglutathione
5019,[protein]-L-cysteine
5020,[protein] 3-nitrosothio-L-alanine
5021,[oxidized DsbA protein]
5022,[reduced DsbA protein]
5023,[oxidized DsbB protein]
5024,[reduced DsbB protein]
5025,molybdopterin
5026,cyclic pyranopterin phosphate
5027,thiocarboxylated [SAMP] C-terminal glycine
5028,[SAMP] C-terminal glycine
5029,[E1 SAMP-activating enzyme]-L-cysteine
5030,N6-SAMP-[protein]-L-lysine
5031,S-[SAMP]-[E1 SAMP-activating enzyme]-L-cysteine
5032,carboxyadenylated [SAMP] C-terminal glycine
5033,[protein]-S-sulfanyl-L-cysteine
5034,[cullin]-L-lysine
5035,[E2 NEDD8-conjugating enzyme]-S-[NEDD8-protein]-yl-L-cysteine
5036,[E2 NEDD8-conjugating enzyme]-L-cysteine
5037,[cullin]-N6-[NEDD8-protein]-yl-L-lysine
5038,[E1 NEDD8-activating enzyme]-S-[NEDD8 protein]-yl-L-cysteine
5039,[E1 NEDD8-activating enzyme]-L-cysteine
5040,[NEDD8] C-terminal glycine
5041,3-methylbenzoyl-CoA
5042,(3-methylphenyl)itaconyl-CoA
5043,(3-methylbenzyl)succinyl-CoA
5044,(3-methylbenzyl)succinate
5045,"1,3-dimethylbenzene"
5046,[(E3-independent) E2 ubiquitin-conjugating enzyme]-L-cysteine
5047,[protein]-N6-monoubiquitinyl-L-lysine
5048,[(E3-independent) E2 ubiquitin-conjugating enzyme]-S-ubiquitinyl-L-cysteine
5049,[E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine
5050,[E1 ubiquitin-activating enzyme]-L-cysteine
5051,[N-terminal E2 ubiquitin-conjugating enzyme]-L-cysteine
5052,[N-terminal E2 ubiquitin-conjugating enzyme]-S-ubiquitinyl-L-cysteine
5053,N-terminal amino acyl-[protein]
5054,N-terminal-monoubiquitinyl-[protein]
5055,[E2 ubiquitin-conjugating enzyme]-L-cysteine
5056,[E2 ubiquitin-conjugating enzyme]-S-ubiquitinyl-L-cysteine
5057,[HECT-type E3 ubiquitin transferase]-S-ubiquitinyl-L-cysteine
5058,[HECT-type E3 ubiquitin transferase]-L-cysteine
5059,[ubiquitin] C-terminal glycine
5060,[prolipoprotein]-L-cysteine
5061,LolA-lipoprotein complex
5062,LolA lipoprotein chaperone
5063,N-acyl-(S-diacyl-sn-glyceryl)-L-cysteinyl-[lipoprotein][outer membrane]
5064,lipoprotein signal peptide
5065,n+1 a peptide
5066,"[prolipoprotein]-S-1,2-diacyl-sn-glyceryl-L-cysteine"
5067,(S-diacyl-sn-glyceryl)-L-cysteinyl-[apolipoprotein]
5068,1-lysophospholipid
5069,N-acyl-(S-diacyl-sn-glyceryl)-L-cysteinyl-[lipoprotein]
5070,phosphoglyceride
5071,sn-glycerol 1-phosphate
5072,aniline
5073,diphenylamine
5074,"2,3,4-saturated fatty acyl-[acp]"
5075,trans-2-enoyl-[acyl-carrier protein]
5076,p-cumate
5077,p-cumic aldehyde
5078,4-isopropylbenzyl alcohol
5079,p-cymene
5080,oxidized [2Fe-2S] ferredoxin
5081,adenine2503 in 23S rRNA
5082,reduced [2Fe-2S] ferredoxin
5083,8-methyladenine2503 in 23S rRNA
5084,alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-[P4'-alpha-L-ara4N]-lipid A 
5085,"4-amino-4-deoxy-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl phosphate"
5086,"4-deoxy-4-formamido-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl phosphate"
5087,UDP-4-deoxy-4-formamido-beta-L-arabinopyranose
5088,UDP-beta-L-threo-pentapyranos-4-ulose
5089,UDP-4-amino-4-deoxy-beta-L-arabinopyranose
5090,"cis-3-phenylcyclohexa-3,5-diene-1,2-diol"
5091,biphenyl
5092,Hg2+
5093,Hg0
5094,"(2Z,4E)-2-hydroxy-6-oxo-6-sulfonatohexa-2,4-dienoate"
5095,3-sulfocatechol
5096,orthanilate
5097,(-)-dehydrodiconiferyl acid aldehyde gem-diol
5098,(-)-dehydrodiconiferyl acid aldehyde
5099,(-)-dehydrodiconiferyl acid carboxylate
5100,(-)-dehydrodiconiferyl acid
5101,(-)-dehydrodiconiferyl alcohol
5102,(-)-dehydrodiconiferyl aldehyde
5103,"4,2'-dihydroxy-3,3'-dimethoxy-5'-(2''-carboxyvinyl)stilbene"
5104,5-formylferulate
5105,4-carboxybenzaldehyde
5106,4-carboxybenzyl alcohol
5107,4-methylbenzoate
5108,monomethylarsino-diglutathione
5109,dimethylarsinous acid
5110,methylarsonous acid
5111,dimethylarsino-glutathione
5112,methylarsonate
5113,methylarsenite-[arsenite methyltransferase]
5114,[arsenite methyltransferase]
5115,dimethylarsenite-[arsenite methyltransferase]
5116,trimethylarsane
5117,arsenite-[arsenite methyltransferase]
5118,arsenic triglutathione
5119,cacodylate
5120,purine ribonucleoside
5121,purine base
5122,ribose-1-arsenate
5123,dihydrolipoate
5124,(R)-lipoate
5125,"(1R,6S)-dihydroxycyclohexa-2,4-diene-1,4-dicarboxylate"
5126,arsonoacetate
5127,[glutaredoxin]-glutathione disulfide
5128,arsenite
5129,"2-hydroxy-4-oxobutane-1,2,4-tricarboxylate"
5130,"(1E)-4-oxobut-1-ene-1,2,4-tricarboxylate"
5131,"(1E,3E)-4-hydroxybuta-1,3-diene-1,2,4-tricarboxylate"
5132,arsenic-phytochelatin 3
5133,phytochelatin 3
5134,paraoxon
5135,4-nitrophenol
5136,"(2Z,4E)-2-hydroxy-6-oxohexa-2,4-dienoate"
5137,"(2Z,4Z)-2-hydroxy-5-carboxymuconate-6-semialdehyde"
5138,4-amino-3-hydroxybenzoate
5139,"(2Z,4Z)-2-amino-5-formylhexa-2,4-dienedioate"
5140,"(2Z,4E)-4-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate"
5141,2-methoxyhydroquinone
5142,vanillate
5143,"4-hydroxy-4-(4-hydroxy-3-methoxyphenyl)-tetrahydrofuro[3,4-c]furan-1-one"
5144,5-(4-hydroxy-3-methoxyphenyl)-4-(hydroxymethyl)oxolane-3-carboxylate
5145,"4-(4-hydroxy-3-methoxyphenyl)-tetrahydro-3H-furo[3,4-c]furan-1-one"
5146,(+)-6-hydroxypinoresinol
5147,oxidized azurin
5148,reduced azurin
5149,nicotinamide
5150,3-cyanopyridine
5151,E-pyridine-3-aldoxime
5152,4-methyl-3-oxoadipyl-CoA
5153,4-methyl-3-oxoadipate
5154,4-methyl-3-oxoadipate-enol-lactone
5155,3-methylmuconolactone
5156,"3-methyl-cis,cis-muconate"
5157,4-methylmuconolactone
5158,"2-hydroxy-6-oxo-nona-2,4-dienoate"
5159,3-propylcatechol
5160,D-phenylglycine
5161,parathion
5162,"5,5'-dehydrodivanillate"
5163,"2,2',3-trihydroxy-3'-methoxy-5,5'-dicarboxybiphenyl"
5164,OH-DDVA meta-cleavage product
5165,5-carboxyvanillate
5166,3-methyl-5-hydroxy-6-(3-carboxy-3-oxopropenyl)-1H-2-pyridon
5167,"2,5,6-trihydroxy-3-methylpyridine"
5168,2-oxobut-3-enanoate
5169,"5,6-dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline"
5170,"5,6-dihydrodiol-3-methyl-2-oxo-1,2-dihydroquinoline"
5171,3-oxo-3-phenylpropanoate
5172,acetophenone
5173,(S)-1-phenylethanol
5174,ethylbenzene
5175,"(2E)-2-hydroxypenta-2,4-dienoate"
5176,2-oxopent-4-enoate
5177,"2'-aminobiphenyl-2,3-diol"
5178,9H carbazole
5179,"(2E,4E)-6-(2-aminophenyl)-2-hydroxy-6-oxohexa-2,4-dienoate"
5180,3-carboxy-2-hydroxymuconate semialdehyde
5181,4-hydroxyphenylglyoxylate
5182,(S)-4-hydroxymandelate
5183,(S)-2-phenyloxirane
5184,styrene
5185,"(2Z,4E)-2-hydroxy-6-oxo-6-phenoxyhexa-2,4-dienoate"
5186,"diphenyl ether 2,3-diol"
5187,2-pyrone-6-carboxylate
5188,"(1S,2S)-3-phenoxycyclohexa-3,5-diene-1,2-diol"
5189,diphenyl ether
5190,3-hydroxybenzaldehyde
5191,3-hydroxybenzyl alcohol
5192,dimethylthiophosphate
5193,methyl parathion
5194,4-hydroxyacetophenone
5195,4-acetoxyphenol
5196,"(2Z,4E)-4-hydroxy-6-oxohexa-2,4-dienoate"
5197,hydroquinone
5198,urolithin B
5199,isourolithin A
5200,urolithin A
5201,urolithin C
5202,urolithin M6
5203,urolithin M5
5204,"3,4,8,9,10-pentahydroxy-6-oxobenzo[c]chromene-1-carboxylate"
5205,ellagic acid
5206,resorcinol
5207,hydroxyquinol
5208,pyrogallol
5209,"(2Z,2E)-2-hydroxy-6-oxo-6-(2,3-dihydroxyphenyl)-hexa-2,4-dienoate"
5210,"(2Z,2E)-2-hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate"
5211,"2,2',3-trihydroxybiphenyl"
5212,trans-O-hydroxybenzylidenepyruvate
5213,2-hydroxychromene-2-carboxylate
5214,"naphthalene-1,2-diol"
5215,carbaryl
5216,1-naphthol
5217,dibenzofuran
5218,"1-aminocyclohexa-3,5-diene-1,2-diol"
5219,N5-phenyl-L-glutamine
5220,gamma-glutamylanilide diol
5221,O-aminobenzaldehyde
5222,2-formylaminobenzaldehyde
5223,anthranil
5224,"3,4-dihydroxyphthalate"
5225,"phthalate 3,4-cis-dihydrodiol"
5226,phthalate
5227,(4Z)-2-oxohept-4-enedioate
5228,"(3E,5R)-5-carboxy-2-oxohept-3-enedioate"
5229,(4S)-4-hydroxy-2-oxoheptanedioate
5230,5-carboxymethyl-2-hydroxymuconate
5231,2-hydroxy-5-carboxymethylmuconate semialdehyde
5232,"2-hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate"
5233,"2,3-dihydroxy-p-cumate"
5234,"(2R,3S)-2,3-dihydroxy-2,3-dihydro-p-cumate"
5235,2'-hydroxybiphenyl-2-sulfinate
5236,"dibenzothiophene-5,5-dioxide"
5237,dibenzothiophene-5-oxide
5238,dibenzothiophene
5239,"(2E)-3-methyl-4,6-dioxohept-2-enedioate"
5240,4-methylgentisate
5241,3-hydroxy-4-methyl-benzoate
5242,3-hydroxy-4-methylbenzaldehyde
5243,5-(hydroxymethyl)-2-methylphenol
5244,"2,5-xylenol"
5245,"(2E)-2-methyl-4,6-dioxohept-2-enedioate"
5246,3-methylgentisate
5247,3-hydroxy-5-methyl-benzoate
5248,3-hydroxy-5-methylbenzaldehyde
5249,3-(hydroxymethyl)-5-methylphenol
5250,"3,5-xylenol"
5251,iron(III)-[diglucosyl-enterobactin] complex
5252,iron(III)-[salmochelin S2] complex
5253,"iron(III)-[monoglucosyl-(2,3-dihydroxybenzoylserine)3] complex"
5254,iron(III)-[monoglucosyl-enterobactin] complex
5255,iron(III)-[salmochelin SX] complex
5256,salmochelin SX
5257,"iron(III)-[diglucosyl-(2,3-dihydroxybenzoylserine)2] complex"
5258,"N-(2,3-dihydroxybenzoyl)-L-serine"
5259,iron(III)-[salmochelin S1] complex
5260,dihydrocurcumin
5261,tetrahydrocurcumin
5262,curcumin
5263,5-(dihydroxymethyl)furan-2-carboxylate
5264,5-formylfuran-2-carboxylate
5265,5-(dihydroxymethyl)furan-2-carbaldehyde
5266,"furan-2,5-dicarbaldehyde"
5267,2-oxoglutaryl-CoA
5268,S-(5-hydroxy-2-furoyl)-CoA
5269,2-furoate
5270,2-furoyl-CoA
5271,"furan-2,5-dicarboxylate"
5272,5-hydroxymethylfurfural
5273,S-(6-hydroxy-4-methylhexan-4-yl)-L-cysteine
5274,3-methyl-3-sulfanylhexan-1-ol
5275,S-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine
5276,patellamide C
5277,patellamide C precursor peptide containing thiazole residues
5278,prepatellamide C containing thiazoline residues
5279,patellamide C precursor peptide lacking leader peptide
5280,patellamide C precursor peptide containing azoline residues
5281,patellamide C precursor peptide (PatE)
5282,patellamide A precursor peptide containing azoline residues
5283,patellamide A precursor peptide (PatE)
5284,prepatellamide A containing thiazoline residues
5285,prepatellamide A containing thiazole residues
5286,patellamide A precursor peptide lacking leader peptide
5287,patellamide A
5288,"(2S)-2-hydroxy-3,4-dioxopentyl phosphate"
5289,"3-hydroxy-2,4-dioxopentyl phosphate"
5290,selenodiglutathione
5291,glutathioselenol
5292,adenosine 5'-phosphoselenate
5293,selenite
5294,selenate
5295,oxidized CycA1 cytochrome
5296,reduced rusticyanin
5297,reduced CycA1 cytochrome
5298,oxidized rusticyanin
5299,reduced Cyc1 cytochrome
5300,oxidized Cyc1 cytochrome
5301,siderophore
5302,siderophore-bound Fe(II)
5303,siderophore-bound Fe(III)
5304,OH-
5305,ferrohemoglobin
5306,ferrihemoglobin
5307,2-sulfinoacetaldehyde
5308,dimethyl sulfone
5309,sulfoacetaldehyde
5310,sulfoacetyl-CoA
5311,sulfoacetate
5312,isethionate
5313,1-arsono-3-phospho-D-glycerate
5314,adenosine 5'-phosphosulfate
5315,[mycoredoxin]-L-cysteine
5316,[mycoredoxin] mycothiolyl-S-S-L-cysteine disulfide
5317,mycothiol-arsenate conjugate
5318,[ArsD arsenite metallochaperone]
5319,arsenite-[ArsD arsenite metallochaperone] complex
5320,roxarsone (V)
5321,roxarsone (III)
5322,"4-hydroxy-3-nitrocyclohexa-2,5-dien-1-one"
5323,3-oxopropane-1-sulfonate
5324,homotaurine
5325,(4-aminophenyl)arsonous acid
5326,arsanilate
5327,(3-amino-4-hydroxyphenyl)arsonate
5328,(3-amino-4-hydroxyphenyl)arsonous acid
5329,nitarsone (V)
5330,nitarsone (III)
5331,alkylsulfonate
5332,D-alanyl-D-lactate
5333,D-alanyl-D-serine
5334,3-sulfinopropanoyl-CoA
5335,3-sulfinopropanoate
5336,3-sulfanylpropanoate
5337,"3,3'-thiodipropanoate"
5338,beta-D-GlcNAc-(1->3)-[beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-R
5339,"N-acetyl-beta-D-glucosaminyl-(1,3)-beta-D-galactosyl-(1,4)-N-acetyl-beta-D-glucosaminyl-R"
5340,i antigen
5341,beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-R
5342,I antigen
5343,type 2 histo-blood group antigen precursor disaccharide
5344,N-acetyl-beta-D-glucosaminyl-R
5345,3-O-[beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl]-L-seryl-[protein]
5346,3-O-[beta-D-galactosyl-(1->4)-beta-D-xylosyl]-L-seryl-[protein]
5347,3-O-(beta-D-xylosyl)-L-seryl-[protein]
5348,[protein]-L-serine
5349,[methyl-Co(III) methanethiol-specific corrinoid protein]
5350,[Co(I) methanethiol-specific corrinoid protein]
5351,3-(methylsulfanyl)propanoate
5352,beta-D-Gal-(1->3)-[alpha-L-Fuc-(1->4)]-beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-Gal-(1->3)-[alpha-L-Fuc-(1->4)]-beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-N-Asn-[protein]
5353,beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-N-Asn-[protein]
5354,beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc}-N-Asn-[protein]
5355,beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-N-Asn-[protein]
5356,beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein]
5357,Man3(GlcNAc)3-[protein]
5358,beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-N-Asn-[protein]
5359,alpha-D-mannopyranose
5360,Man5(GlcNAc)3-[protein]
5361,Man3(GlcNAc)4-[protein]
5362,"Man5(GlcNAc)2-[protein] (isomer 5A1,2)"
5363,{alpha-D-Sial-(2->6)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->2)-[beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[alpha-D-Sial-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->2)-[beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-N-Asn-[protein]
5364,{beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->2)-[beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[alpha-D-Sial-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->2)-[beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-N-Asn-[protein]
5365,{beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->2)-[beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->2)-[beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-N-Asn-[protein]
5366,{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-N-Asn-[protein]
5367,N4-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1->6)]-beta-D-GlcNAc}-N-Asn-[protein]
5368,{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-N-Asn-[protein]
5369,{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-[beta-D-GlcNAc-(1->4)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-N-Asn-[protein]
5370,S-(2-succinyl)-L-cysteine
5371,N-acetyl-S-(2-succinyl)-L-cysteine
5372,dolichyl beta-D-mannosyl phosphate
5373,3-O-[N-acetyl-beta-D-galactosaminyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-(Ser/Thr)-[protein]
5374,3-O-[N-acetyl-beta-D-galactosaminyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->4)-6-phospho-alpha-D-mannosyl)]-Ser/Thr-[protein]
5375,3-O-[N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl)]-(Ser/Thr)-[protein]
5376,3-O-(alpha-D-mannosyl)-(Ser/Thr)-[protein]
5377,[protein]-(L-serine/L-threonine)
5378,Tn antigen
5379,core 4
5380,core 3
5381,methanesulfonate
5382,GMP
5383,n {[alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]-alpha-D-Man-(1->6)}60-(Man9GlcNAc2-[protein]
5384,phosphorylated {[alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]-alpha-D-Man-(1->6)}60-(Man9GlcNAc2-[protein]
5385,n GMP
5386,N-glycosylated mannoprotein 
5387,n GDP-alpha-D-mannose
5388,{[alpha-D-Man-(1->2)]-alpha-D-Man-(1->6)}60-(Man9GlcNAc2-[protein]
5389,{[alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]-alpha-D-Man-(1->6)}60-(Man9GlcNAc2-[protein]
5390,[alpha-D-Man-(1->6)]60-(Man9GlcNAc2-[protein]
5391,[alpha-D-Man-(1->6)]10-(Man9GlcNAc2-[protein]
5392,"Man9GlcNAc2-[protein] (isomer 9A1,2,3,4B1,3)"
5393,"Man8(GlcNAc)2-[protein] (isomer 8A1,2,3B1,3)"
5394,beta-D-glucuronosyl-(1->4)-beta-D-glucuronosyl-(1->4)-alpha-D-glucosyl-(C55 omega-saturated dolichyl phosphate)
5395,alpha-D-galacturonosyl-(1->4)-beta-D-glucuronosyl-(1->4)-alpha-D-glucosyl-(C55 omega-saturated dolichyl phosphate)
5396,beta-D-mannosyl-(C55 omega-saturated dolichyl phosphate)
5397,methyl-O-4-beta-D-glucuronosyl-(1->4)-alpha-D-galacturonosyl-(1->4)-beta-D-glucuronosyl-(1->4)-alpha-D-glucosyl-(C55 omega-saturated dolichyl phosphate)
5398,omega-saturated C55 dolichol phosphate
5399,[H. volcanii protein]-L-asparagine-[pentasaccharide]
5400,[H. volcanii protein]-L-asparagine-[tetrasaccharide]
5401,[protein]-L-asparagine
5402,beta-D-glucuronosyl-(1->4)-alpha-D-galacturonosyl-(1->4)-beta-D-glucuronosyl-(1->4)-alpha-D-glucosyl-(C55 omega-saturated dolichyl phosphate)
5403,beta-D-glucuronosyl-(1->4)-alpha-D-glucosyl-(C55 omega-saturated dolichyl phosphate)
5404,alpha-D-glucosyl-(C55 omega-saturated dolichyl phosphate)
5405,(2R)-3-sulfolactate
5406,3-sulfopyruvate
5407,type 1 histo-blood group antigen precursor disaccharide
5408,sialyl-Lewis x epitope
5409,N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R
5410,Lewis a epitope
5411,Lewis b epitope
5412,H type 1 histo-blood group antigen
5413,Lewis x epitope
5414,Lewis y epitope
5415,dolichyl beta-D-glucosyl phosphate
5416,dolichyl beta-D-glucosyl phosphate[rough endoplasmic reticulum lumen]
5417,alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
5418,alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol[rough endoplasmic reticulum lumen]
5419,[protein]-L-asparagine[rough endoplasmic reticulum lumen]
5420,Glc3Man9(GlcNAc)2-[protein]
5421,dolichyl diphosphate[cco-out-cco-rgh-er-lum]
5422,alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
5423,alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol[rough endoplasmic reticulum lumen]
5424,alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol[rough endoplasmic reticulum lumen]
5425,dolichyl phosphate[rough endoplasmic reticulum lumen]
5426,alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol[rough endoplasmic reticulum lumen]
5427,alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol[rough endoplasmic reticulum lumen]
5428,alpha-D-Man-a-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol[rough endoplasmic reticulum lumen]
5429,dolichyl beta-D-mannosyl phosphate[rough endoplasmic reticulum lumen]
5430,alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol[rough endoplasmic reticulum lumen]
